,0,1,2,3,4
0,154370,86160,42762,36872,72182
1,148256,89388,42507,37269,75378
2,138283,89796,42969,36486,85264
3,139097,92120,41618,40063,84471
4,134958,90825,40990,40938,79160
5,134958,97770,43395,38828,82418
6,142102,92852,41286,37219,88481
7,140020,84599,40328,39011,84269
8,146068,79719,40346,39048,77571
9,152496,80028,40199,38789,76364
10,145179,79756,39817,39228,78873
11,142174,72330,40522,39623,78158
12,142582,78006,41027,39592,77426
13,143596,75775,42125,39463,77674
